Time (s),White pixels,Mean Brightness
1307.733000,0.128860,50.196078
1308.233000,0.135040,50.196078
1308.734000,0.151443,50.196078
1309.233000,0.141296,50.196078
1309.733000,0.147781,50.000000
1310.233000,0.151520,50.196078
1310.733000,0.153885,50.196078
1311.233000,0.153351,50.196078
1311.733000,0.151978,50.392157
1312.233000,0.147552,50.196078
1312.733000,0.140228,50.196078
1313.233000,0.135345,50.196078
1313.733000,0.130997,50.196078
1314.233000,0.129471,50.196078
1314.733000,0.123596,50.196078
1315.233000,0.123520,50.196078
1315.733000,0.121460,50.196078
1316.234000,0.105057,50.196078
1316.733000,0.121765,50.196078
1317.234000,0.106201,50.392157
1317.733000,0.098038,50.196078
1318.235000,0.091324,50.196078
1318.733000,0.112610,50.196078
1319.235000,0.090027,50.196078
1319.735000,0.087814,50.196078
1320.233000,0.105209,50.196078
1320.733000,0.104218,50.196078
1321.235000,0.088806,50.196078
1321.734000,0.090103,50.196078
1322.233000,0.094223,50.196078
1322.734000,0.087814,50.000000
1323.233000,0.091553,50.196078
1323.735000,0.096512,50.196078
1324.233000,0.087509,50.196078
1324.734000,0.111313,50.196078
1325.233000,0.100098,50.196078
1325.735000,0.114822,50.196078
1326.235000,0.122681,50.196078
1326.735000,0.121536,50.196078
1327.234000,0.105667,50.196078
1327.735000,0.129547,50.196078
1328.233000,0.112457,50.196078
1328.735000,0.140762,50.000000
1329.233000,0.124054,50.196078
1329.733000,0.119171,50.196078
1330.234000,0.132370,50.196078
1330.734000,0.149155,50.196078
1331.234000,0.152969,50.196078
1331.735000,0.148239,50.196078
1332.233000,0.149994,50.196078
1332.735000,0.140305,50.196078
1333.235000,0.132751,50.196078
1333.734000,0.129547,50.196078
1334.233000,0.141525,50.196078
1334.733000,0.141907,50.196078
1335.234000,0.132599,50.392157
1335.733000,0.127029,50.196078
1336.233000,0.128250,50.196078
1336.733000,0.112076,50.196078
1337.234000,0.103531,50.196078
1337.733000,0.115433,50.196078
1338.235000,0.092087,50.392157
1338.734000,0.098801,50.196078
1339.233000,0.097046,50.196078
1339.733000,0.095062,50.196078
1340.234000,0.093079,50.196078
1340.735000,0.124207,50.196078
1341.234000,0.105667,50.196078
1341.733000,0.104980,50.196078
1342.233000,0.111465,50.196078
1342.735000,0.139542,50.196078
1343.234000,0.130997,50.000000
1343.733000,0.134048,50.196078
1344.234000,0.145950,50.196078
1344.734000,0.155487,50.196078
1345.233000,0.151825,50.196078
1345.733000,0.151901,50.196078
1346.234000,0.146027,50.196078
1346.734000,0.135803,50.196078
1347.234000,0.133057,50.196078
1347.733000,0.130920,50.196078
1348.233000,0.122833,50.196078
1348.734000,0.111618,50.196078
1349.233000,0.115967,50.196078
1349.733000,0.102539,50.196078
1350.234000,0.098877,50.196078
1350.734000,0.104294,50.196078
1351.235000,0.127563,50.196078
1351.733000,0.105820,50.196078
1352.234000,0.130463,50.196078
1352.734000,0.136414,50.196078
1353.234000,0.142212,50.392157
1353.733000,0.147705,50.196078
1354.234000,0.155640,50.196078
1354.735000,0.145798,50.196078
1355.234000,0.148621,50.196078
1355.734000,0.137558,50.196078
1356.234000,0.125961,50.196078
1356.734000,0.121765,50.196078
1357.233000,0.121765,50.196078
1357.733000,0.116043,50.196078
1358.233000,0.110703,50.196078
1358.734000,0.093231,50.196078
1359.234000,0.096664,50.196078
1359.734000,0.095444,50.196078
1360.234000,0.095749,50.196078
1360.735000,0.124435,50.196078
1361.233000,0.115662,50.196078
1361.733000,0.117874,50.196078
1362.233000,0.125809,50.196078
1362.734000,0.144196,50.196078
1363.235000,0.151443,50.196078
1363.734000,0.145721,50.196078
1364.233000,0.145569,50.392157
1364.734000,0.151825,50.196078
1365.233000,0.150833,50.392157
1365.734000,0.151520,50.196078
1366.233000,0.152588,50.196078
1366.733000,0.153580,50.196078
1367.234000,0.153503,50.196078
1367.734000,0.139923,50.000000
1368.234000,0.123978,50.196078
1368.735000,0.133514,50.196078
1369.233000,0.139465,50.196078
1369.734000,0.125809,50.196078
1370.234000,0.125961,50.196078
1370.735000,0.115891,50.196078
1371.233000,0.129776,50.196078
1371.734000,0.125427,50.196078
1372.233000,0.121918,50.196078
1372.735000,0.103149,50.196078
1373.235000,0.103760,50.196078
1373.734000,0.114670,50.196078
1374.234000,0.115280,50.196078
1374.734000,0.116348,50.196078
1375.235000,0.100174,50.196078
1375.735000,0.100250,50.000000
1376.233000,0.123367,50.196078
1376.735000,0.095139,50.196078
1377.233000,0.116882,50.196078
1377.734000,0.110092,50.392157
1378.234000,0.112686,50.392157
1378.735000,0.095673,50.196078
1379.235000,0.097580,50.196078
1379.733000,0.111313,50.196078
1380.234000,0.106201,50.196078
1380.733000,0.107040,50.196078
1381.234000,0.099792,50.000000
1381.734000,0.101547,50.196078
1382.233000,0.110474,50.196078
1382.734000,0.098190,50.196078
1383.234000,0.101242,50.196078
1383.735000,0.086746,50.196078
1384.234000,0.093689,50.196078
1384.734000,0.101013,50.196078
1385.233000,0.107574,50.196078
1385.735000,0.091705,50.196078
1386.235000,0.094223,50.196078
1386.733000,0.101089,50.196078
1387.234000,0.087585,50.196078
1387.733000,0.091476,50.196078
1388.233000,0.097198,50.196078
1388.733000,0.097427,50.196078
1389.235000,0.096359,50.196078
1389.733000,0.088043,50.196078
1390.234000,0.091095,50.196078
1390.734000,0.095139,50.196078
1391.235000,0.100708,50.196078
1391.734000,0.091019,50.196078
1392.233000,0.096207,50.196078
1392.734000,0.087814,50.196078
1393.234000,0.092010,50.196078
1393.735000,0.094299,50.196078
1394.234000,0.087357,50.196078
1394.735000,0.091705,50.196078
1395.233000,0.090408,50.196078
1395.734000,0.087814,50.196078
1396.234000,0.088196,50.196078
1396.735000,0.091095,50.196078
1397.233000,0.095749,50.196078
1397.734000,0.095825,50.196078
1398.234000,0.083771,50.196078
1398.733000,0.102539,50.196078
1399.234000,0.086060,50.196078
1399.734000,0.085602,50.196078
1400.233000,0.098724,50.196078
1400.733000,0.095444,50.196078
1401.233000,0.098343,50.392157
1401.734000,0.091782,50.196078
1402.234000,0.096512,50.196078
1402.733000,0.098953,50.196078
1403.233000,0.116043,50.196078
1403.734000,0.103836,50.196078
1404.233000,0.118561,50.392157
1404.734000,0.110550,50.196078
1405.234000,0.112457,50.196078
1405.733000,0.122681,50.196078
1406.234000,0.120163,50.392157
1406.733000,0.126114,50.196078
1407.233000,0.132141,50.392157
1407.734000,0.127411,50.196078
1408.234000,0.121155,50.196078
1408.734000,0.138397,50.392157
1409.234000,0.127792,50.196078
1409.732000,0.144806,50.196078
1410.234000,0.139542,50.196078
1410.734000,0.132446,50.196078
1411.235000,0.125504,50.196078
1411.733000,0.146866,50.392157
1412.233000,0.149918,50.196078
1412.733000,0.155029,50.196078
1413.234000,0.151520,50.196078
1413.733000,0.152435,50.196078
1414.234000,0.153046,50.392157
1414.733000,0.154266,50.196078
1415.234000,0.154648,50.392157
1415.735000,0.139389,50.196078
1416.235000,0.148773,50.196078
1416.733000,0.149002,50.196078
1417.233000,0.145950,50.196078
1417.733000,0.150604,50.196078
1418.234000,0.144958,50.196078
1418.734000,0.153046,50.196078
1419.235000,0.149994,50.196078
1419.734000,0.145950,50.196078
1420.234000,0.146484,50.196078
1420.734000,0.151443,50.196078
1421.233000,0.141525,50.196078
1421.733000,0.138474,50.196078
1422.233000,0.140533,50.196078
1422.734000,0.146942,50.196078
1423.233000,0.136490,50.196078
1423.734000,0.128632,50.196078
1424.235000,0.147858,50.196078
1424.734000,0.140305,50.196078
1425.234000,0.129318,50.196078
1425.734000,0.128937,50.196078
1426.234000,0.122910,50.196078
1426.734000,0.124741,50.196078
1427.234000,0.128403,50.196078
1427.734000,0.121536,50.196078
1428.235000,0.123138,50.196078
1428.735000,0.126648,50.196078
1429.234000,0.117493,50.196078
1429.733000,0.111923,50.196078
1430.234000,0.114365,50.196078
1430.734000,0.112915,50.196078
1431.233000,0.113220,50.392157
1431.733000,0.086212,50.196078
1432.234000,0.102692,50.196078
1432.734000,0.115662,50.196078
1433.233000,0.088501,50.196078
1433.733000,0.089569,50.196078
1434.234000,0.097275,50.196078
1434.733000,0.103149,50.196078
1435.233000,0.090637,50.196078
1435.734000,0.088959,50.196078
1436.234000,0.089264,50.196078
1436.733000,0.092087,50.196078
1437.234000,0.089035,50.000000
1437.733000,0.089111,50.196078
1438.235000,0.103073,50.000000
1438.734000,0.103912,50.196078
1439.234000,0.090714,50.196078
1439.734000,0.097885,50.196078
1440.233000,0.088120,50.196078
1440.734000,0.087585,50.196078
1441.234000,0.087204,50.196078
1441.733000,0.090714,50.196078
1442.233000,0.087509,50.196078
1442.734000,0.092163,50.196078
1443.233000,0.089951,50.196078
1443.735000,0.119934,50.196078
1444.233000,0.087509,50.196078
1444.735000,0.120239,50.196078
1445.234000,0.097809,50.196078
1445.733000,0.096283,50.196078
1446.234000,0.104752,50.196078
1446.735000,0.118637,50.196078
1447.233000,0.101395,50.196078
1447.734000,0.120850,50.196078
1448.234000,0.112534,50.196078
1448.733000,0.108109,50.196078
1449.234000,0.117722,50.196078
1449.734000,0.116119,50.000000
1450.234000,0.105286,50.196078
1450.734000,0.116806,50.196078
1451.235000,0.122604,50.196078
1451.735000,0.126495,50.196078
1452.233000,0.108566,50.196078
1452.735000,0.130386,50.196078
1453.234000,0.112839,50.196078
1453.733000,0.121002,50.196078
1454.233000,0.116501,50.196078
1454.735000,0.126953,50.196078
1455.234000,0.119171,50.196078
1455.734000,0.115738,50.196078
1456.234000,0.111465,50.196078
1456.735000,0.136414,50.196078
1457.233000,0.116959,50.196078
1457.735000,0.141754,50.196078
1458.234000,0.124435,50.196078
1458.734000,0.125275,50.392157
1459.233000,0.120239,50.196078
1459.735000,0.148544,50.196078
1460.234000,0.129395,50.196078
1460.733000,0.128326,50.196078
1461.233000,0.133209,50.196078
1461.733000,0.131683,50.196078
1462.233000,0.132599,50.196078
1462.735000,0.149841,50.196078
1463.235000,0.150223,50.196078
1463.735000,0.152664,50.392157
1464.234000,0.150146,50.196078
1464.733000,0.145569,50.196078
1465.233000,0.149689,50.196078
1465.735000,0.148392,50.196078
1466.233000,0.148773,50.196078
1466.734000,0.152664,50.196078
1467.234000,0.149307,50.196078
1467.734000,0.137405,50.196078
1468.234000,0.122833,50.196078
1468.734000,0.121689,50.196078
1469.234000,0.129013,50.196078
1469.733000,0.137024,50.196078
1470.233000,0.126572,50.196078
1470.733000,0.126648,50.196078
1471.233000,0.136414,50.196078
1471.734000,0.118790,50.196078
1472.233000,0.129318,50.196078
1472.733000,0.125504,50.196078
1473.233000,0.112076,50.196078
1473.733000,0.113373,50.196078
1474.234000,0.110321,50.196078
1474.735000,0.120468,50.196078
1475.234000,0.115051,50.196078
1475.733000,0.105972,50.196078
1476.233000,0.115585,50.196078
1476.734000,0.129166,50.196078
1477.233000,0.136414,50.196078
1477.733000,0.138397,50.196078
1478.234000,0.148468,50.196078
1478.733000,0.148087,50.196078
1479.235000,0.169296,50.196078
1479.734000,0.158157,50.196078
1480.234000,0.166168,50.196078
1480.734000,0.156250,50.196078
1481.233000,0.165939,50.196078
1481.733000,0.147934,50.196078
1482.235000,0.128098,50.196078
1482.735000,0.117035,50.196078
1483.233000,0.130615,50.196078
1483.734000,0.113983,50.196078
1484.234000,0.118408,50.196078
1484.735000,0.116806,50.196078
1485.235000,0.130310,50.196078
1485.733000,0.104446,50.196078
1486.234000,0.137558,50.196078
1486.733000,0.131454,50.196078
1487.233000,0.130386,50.196078
1487.735000,0.159988,50.196078
1488.235000,0.161514,50.196078
1488.733000,0.155029,50.196078
1489.234000,0.159531,50.196078
1489.733000,0.158615,50.196078
1490.233000,0.165024,50.196078
1490.734000,0.152969,50.196078
1491.234000,0.156403,50.196078
1491.734000,0.129547,50.196078
1492.234000,0.125961,50.196078
1492.734000,0.121307,50.196078
1493.235000,0.103836,50.196078
1493.733000,0.121536,50.196078
1494.234000,0.109406,50.196078
1494.735000,0.093918,50.196078
1495.234000,0.097122,50.196078
1495.735000,0.113144,50.196078
1496.233000,0.093536,50.196078
1496.734000,0.113220,50.196078
1497.234000,0.128479,50.196078
1497.733000,0.129013,50.196078
1498.234000,0.139313,50.196078
1498.733000,0.143738,50.196078
1499.233000,0.151596,50.196078
1499.733000,0.152054,50.196078
1500.233000,0.152512,50.196078
1500.733000,0.158234,50.392157
1501.233000,0.164185,50.196078
1501.733000,0.165558,50.196078
1502.235000,0.136566,50.196078
1502.735000,0.130615,50.392157
1503.234000,0.131607,50.196078
1503.734000,0.138321,50.392157
1504.235000,0.109482,50.196078
1504.734000,0.125122,50.196078
1505.233000,0.122375,50.196078
1505.734000,0.104446,50.392157
1506.235000,0.104446,50.196078
1506.733000,0.103226,50.196078
1507.234000,0.099640,50.196078
1507.733000,0.101242,50.196078
1508.233000,0.099106,50.196078
1508.735000,0.126572,50.196078
1509.233000,0.117569,50.000000
1509.735000,0.140686,50.196078
1510.233000,0.122604,50.196078
1510.733000,0.129242,50.196078
1511.233000,0.135040,50.196078
1511.733000,0.142822,50.196078
1512.233000,0.139542,50.196078
1512.733000,0.149078,50.196078
1513.235000,0.159760,50.196078
1513.734000,0.164032,50.196078
1514.234000,0.156937,50.196078
1514.735000,0.163345,50.196078
1515.235000,0.164261,50.196078
1515.734000,0.164185,50.392157
1516.233000,0.163193,50.196078
1516.734000,0.166473,50.392157
1517.234000,0.165176,50.196078
1517.734000,0.163040,50.196078
1518.233000,0.164261,50.196078
1518.734000,0.146484,50.196078
1519.233000,0.165253,50.196078
1519.733000,0.165405,50.000000
1520.234000,0.147934,50.196078
1520.734000,0.148621,50.196078
1521.235000,0.131836,50.196078
1521.733000,0.142441,50.196078
1522.233000,0.142746,50.196078
1522.734000,0.134048,50.196078
1523.234000,0.139008,50.196078
1523.733000,0.142212,50.196078
1524.233000,0.136261,50.196078
1524.735000,0.119095,50.196078
1525.234000,0.122299,50.196078
1525.734000,0.128326,50.196078
1526.233000,0.129547,50.196078
1526.733000,0.131912,50.196078
1527.233000,0.123367,50.196078
1527.733000,0.114975,50.196078
1528.234000,0.101852,50.196078
1528.734000,0.105667,50.196078
1529.234000,0.091095,50.196078
1529.733000,0.101776,50.196078
1530.233000,0.092545,50.392157
1530.734000,0.089493,50.196078
1531.234000,0.118408,50.196078
1531.734000,0.112839,50.196078
1532.234000,0.099106,50.196078
1532.734000,0.120392,50.196078
1533.233000,0.117722,50.196078
1533.732000,0.117798,50.196078
1534.233000,0.122681,50.196078
1534.735000,0.140381,50.196078
1535.233000,0.126190,50.196078
1535.733000,0.127029,50.196078
1536.233000,0.131073,50.196078
1536.733000,0.138321,50.196078
1537.233000,0.146179,50.196078
1537.734000,0.151825,50.196078
1538.234000,0.155182,50.196078
1538.733000,0.154037,50.392157
1539.234000,0.148392,50.196078
1539.734000,0.141296,50.196078
1540.234000,0.136337,50.196078
1540.734000,0.130157,50.392157
1541.234000,0.116119,50.196078
1541.735000,0.111771,50.196078
1542.233000,0.127182,50.196078
1542.734000,0.112305,50.196078
1543.234000,0.115967,50.196078
1543.733000,0.105133,50.196078
1544.235000,0.090637,50.196078
1544.735000,0.095367,50.000000
1545.233000,0.101318,50.196078
1545.733000,0.091553,50.196078
1546.233000,0.097427,50.196078
1546.735000,0.125275,50.196078
1547.233000,0.103378,50.196078
1547.735000,0.131760,50.196078
1548.233000,0.111237,50.196078
1548.735000,0.141678,50.196078
1549.234000,0.130768,50.196078
1549.733000,0.132828,50.196078
1550.235000,0.151672,50.196078
1550.733000,0.144653,50.196078
1551.234000,0.154572,50.196078
1551.733000,0.149460,50.196078
1552.233000,0.153503,50.196078
1552.734000,0.159760,50.196078
1553.233000,0.157623,50.196078
1553.734000,0.137863,50.196078
1554.233000,0.155029,50.196078
1554.735000,0.131760,50.196078
1555.234000,0.134811,50.392157
1555.732000,0.142212,50.196078
1556.234000,0.121002,50.196078
1556.734000,0.128250,50.196078
1557.234000,0.122986,50.196078
1557.733000,0.127563,50.196078
1558.233000,0.124207,50.196078
1558.734000,0.104065,50.196078
1559.234000,0.100021,50.000000
1559.733000,0.105972,50.196078
1560.233000,0.108490,50.000000
1560.735000,0.108337,50.196078
1561.233000,0.099716,50.196078
1561.733000,0.098114,50.196078
1562.234000,0.118561,50.196078
1562.733000,0.100479,50.196078
1563.233000,0.112686,50.196078
1563.734000,0.130920,50.000000
1564.233000,0.125885,50.196078
1564.734000,0.145645,50.196078
1565.234000,0.150070,50.196078
1565.733000,0.144043,50.196078
1566.233000,0.148849,50.196078
1566.733000,0.155334,50.196078
1567.233000,0.156326,50.196078
1567.733000,0.153885,50.196078
1568.233000,0.146561,50.196078
1568.733000,0.132370,50.196078
1569.233000,0.129089,50.196078
1569.733000,0.118408,50.196078
1570.234000,0.099640,50.196078
1570.733000,0.103836,50.196078
1571.234000,0.096054,50.196078
1571.734000,0.091782,50.196078
1572.233000,0.098267,50.196078
1572.733000,0.113831,50.196078
1573.234000,0.133591,50.392157
1573.733000,0.128326,50.196078
1574.233000,0.138855,50.196078
1574.734000,0.157166,50.196078
1575.233000,0.151367,50.196078
1575.733000,0.157013,50.392157
1576.233000,0.156097,50.196078
1576.733000,0.147324,50.196078
1577.233000,0.136032,50.196078
1577.733000,0.128784,50.196078
1578.233000,0.121918,50.196078
1578.733000,0.114517,50.196078
1579.234000,0.094757,50.196078
1579.733000,0.094757,50.000000
1580.233000,0.093689,50.196078
1580.733000,0.100632,50.196078
1581.233000,0.111160,50.196078
1581.734000,0.135498,50.196078
1582.234000,0.129852,50.196078
1582.734000,0.150604,50.196078
1583.233000,0.146255,50.196078
1583.733000,0.153198,50.196078
1584.233000,0.155334,50.196078
1584.733000,0.157852,50.196078
1585.233000,0.145874,50.196078
1585.733000,0.138474,50.392157
1586.234000,0.119171,50.196078
1586.734000,0.109482,50.196078
1587.234000,0.106354,50.196078
1587.733000,0.109100,50.196078
1588.233000,0.103149,50.196078
1588.733000,0.094070,50.196078
1589.234000,0.123444,50.196078
1589.734000,0.127258,50.196078
1590.233000,0.124588,50.196078
1590.733000,0.133591,50.196078
1591.234000,0.152817,50.196078
1591.734000,0.157166,50.196078
1592.233000,0.154190,50.196078
1592.733000,0.158463,50.196078
1593.234000,0.139618,50.196078
1593.733000,0.145874,50.196078
1594.233000,0.137253,50.196078
1594.733000,0.127411,50.196078
1595.233000,0.120773,50.196078
1595.733000,0.109406,50.196078
1596.233000,0.105667,50.196078
1596.733000,0.094833,50.196078
1597.233000,0.094604,50.196078
1597.733000,0.096664,50.196078
1598.233000,0.116501,50.196078
1598.733000,0.124359,50.392157
1599.233000,0.126724,50.196078
1599.733000,0.126266,50.196078
1600.233000,0.126190,50.196078
1600.733000,0.133591,50.196078
1601.233000,0.135193,50.000000
1601.733000,0.140762,50.196078
1602.233000,0.146561,50.196078
1602.733000,0.150223,50.196078
1603.233000,0.153809,50.196078
1603.734000,0.157776,50.196078
1604.233000,0.153275,50.196078
1604.733000,0.157013,50.196078
1605.234000,0.147629,50.196078
1605.733000,0.158539,50.196078
1606.234000,0.136414,50.196078
1606.734000,0.136948,50.196078
1607.233000,0.149536,50.196078
1607.733000,0.144882,50.196078
1608.233000,0.141830,50.392157
1608.733000,0.139771,50.196078
1609.233000,0.135880,50.196078
1609.734000,0.126495,50.196078
1610.233000,0.131760,50.196078
1610.733000,0.132446,50.392157
1611.234000,0.115891,50.196078
1611.733000,0.127869,50.196078
1612.233000,0.123215,50.196078
1612.734000,0.105362,50.196078
1613.233000,0.113983,50.196078
1613.734000,0.100098,50.196078
1614.233000,0.109329,50.196078
1614.733000,0.109177,50.196078
1615.234000,0.095596,50.196078
1615.734000,0.092773,50.196078
1616.233000,0.101776,50.196078
1616.733000,0.100250,50.196078
1617.233000,0.097351,50.196078
1617.734000,0.103149,50.196078
1618.234000,0.106964,50.196078
1618.733000,0.092316,50.196078
1619.234000,0.116882,50.196078
1619.733000,0.098877,50.196078
1620.233000,0.104828,50.196078
1620.733000,0.108643,50.196078
1621.233000,0.115891,50.196078
1621.733000,0.119095,50.196078
1622.233000,0.122757,50.196078
1622.733000,0.123062,50.196078
1623.233000,0.123901,50.392157
1623.734000,0.142212,50.196078
1624.233000,0.125809,50.196078
1624.734000,0.141830,50.196078
1625.233000,0.121994,50.196078
1625.734000,0.138168,50.196078
1626.234000,0.139008,50.196078
1626.734000,0.137177,50.196078
1627.233000,0.123444,50.196078
1627.733000,0.136642,50.196078
1628.234000,0.143585,50.196078
1628.733000,0.131149,50.196078
1629.233000,0.131454,50.196078
1629.735000,0.152130,50.196078
1630.233000,0.129013,50.196078
1630.733000,0.134430,50.196078
1631.234000,0.154419,50.196078
1631.735000,0.151978,50.196078
1632.233000,0.147171,50.196078
1632.734000,0.152130,50.196078
1633.235000,0.153351,50.392157
1633.735000,0.150452,50.196078
1634.233000,0.133514,50.196078
1634.733000,0.145645,50.196078
1635.234000,0.139084,50.196078
1635.733000,0.137177,50.196078
1636.234000,0.144272,50.196078
1636.734000,0.138321,50.196078
1637.235000,0.158081,50.196078
1637.735000,0.155792,50.196078
1638.234000,0.156555,50.196078
1638.734000,0.148163,50.196078
1639.233000,0.151978,50.196078
1639.734000,0.158691,50.196078
1640.235000,0.158691,50.196078
1640.734000,0.152054,50.392157
1641.233000,0.150375,50.196078
1641.733000,0.149307,50.196078
1642.233000,0.149384,50.196078
1642.733000,0.153809,50.196078
1643.234000,0.156708,50.392157
1643.733000,0.154343,50.196078
1644.233000,0.152054,50.196078
1644.735000,0.139008,50.196078
1645.234000,0.152359,50.196078
1645.735000,0.147018,50.196078
1646.233000,0.155792,50.392157
1646.733000,0.153961,50.196078
1647.234000,0.154343,50.392157
1647.735000,0.138855,50.196078
1648.234000,0.156937,50.196078
1648.735000,0.137711,50.196078
1649.233000,0.155258,50.196078
1649.734000,0.158386,50.196078
1650.234000,0.158615,50.196078
1650.735000,0.146484,50.196078
1651.234000,0.159302,50.392157
1651.734000,0.158157,50.196078
1652.233000,0.156631,50.196078
1652.735000,0.147552,50.196078
1653.233000,0.155411,50.196078
1653.735000,0.134430,50.196078
1654.234000,0.150833,50.196078
1654.734000,0.153809,50.196078
1655.234000,0.146942,50.196078
1655.734000,0.136642,50.196078
1656.234000,0.140991,50.392157
1656.734000,0.120621,50.000000
1657.234000,0.135345,50.196078
1657.734000,0.131531,50.196078
1658.235000,0.110779,50.196078
1658.733000,0.127716,50.196078
1659.233000,0.126953,50.196078
1659.735000,0.094223,50.196078
1660.235000,0.095673,50.196078
1660.733000,0.108795,50.196078
1661.234000,0.098648,50.196078
1661.734000,0.099869,50.196078
1662.234000,0.105133,50.196078
1662.734000,0.113907,50.196078
1663.234000,0.094986,50.196078
1663.734000,0.125198,50.196078
1664.234000,0.133591,50.196078
1664.733000,0.104141,50.196078
1665.233000,0.112686,50.196078
1665.734000,0.125046,50.196078
1666.234000,0.126877,50.196078
1666.734000,0.131760,50.196078
1667.233000,0.128708,50.196078
1667.734000,0.141296,50.196078
1668.234000,0.139008,50.196078
1668.733000,0.128632,50.196078
1669.234000,0.137329,50.196078
1669.733000,0.133514,50.196078
1670.234000,0.152969,50.196078
1670.734000,0.145645,50.392157
1671.234000,0.147324,50.196078
1671.733000,0.145645,50.196078
1672.232000,0.135040,50.196078
1672.735000,0.159607,50.196078
1673.234000,0.161057,50.196078
1673.734000,0.154877,50.196078
1674.233000,0.146637,50.196078
1674.733000,0.154037,50.196078
1675.235000,0.153580,50.392157
1675.735000,0.147705,50.196078
1676.233000,0.153656,50.196078
1676.733000,0.156479,50.196078
1677.232000,0.154419,50.196078
1677.734000,0.154953,50.196078
1678.233000,0.156784,50.196078
1678.734000,0.148544,50.196078
1679.235000,0.132065,50.196078
1679.734000,0.149155,50.196078
1680.234000,0.135880,50.196078
1680.734000,0.119781,50.196078
1681.235000,0.113831,50.196078
1681.733000,0.134735,50.196078
1682.234000,0.125122,50.196078
1682.733000,0.120392,50.000000
1683.234000,0.106583,50.196078
1683.734000,0.111313,50.196078
1684.235000,0.099411,50.392157
1684.734000,0.095520,50.196078
1685.233000,0.094757,50.196078
1685.734000,0.099106,50.196078
1686.233000,0.094757,50.196078
1686.733000,0.112076,50.392157
1687.235000,0.143890,50.196078
1687.734000,0.129013,50.196078
1688.234000,0.135422,50.196078
1688.735000,0.151443,50.196078
1689.233000,0.138397,50.196078
1689.733000,0.140228,50.196078
1690.234000,0.158844,50.196078
1690.734000,0.168533,50.392157
1691.234000,0.166092,50.196078
1691.734000,0.168762,50.196078
1692.235000,0.146790,50.196078
1692.733000,0.158920,50.196078
1693.233000,0.164871,50.196078
1693.733000,0.149765,50.196078
1694.233000,0.142899,50.196078
1694.733000,0.141220,50.196078
1695.233000,0.125351,50.196078
1695.734000,0.115128,50.196078
1696.235000,0.108032,50.196078
1696.734000,0.108337,50.196078
1697.233000,0.113449,50.196078
1697.733000,0.109100,50.196078
1698.234000,0.107727,50.196078
1698.734000,0.116196,50.196078
1699.235000,0.134430,50.196078
1699.735000,0.131149,50.196078
1700.233000,0.128479,50.196078
1700.734000,0.126495,50.196078
1701.234000,0.135040,50.196078
1701.733000,0.129471,50.196078
1702.234000,0.130081,50.196078
1702.733000,0.133057,50.000000
1703.235000,0.157471,50.196078
1703.734000,0.156555,50.196078
1704.233000,0.145721,50.196078
1704.735000,0.166016,50.392157
1705.233000,0.149460,50.196078
1705.734000,0.165100,50.196078
1706.233000,0.163879,50.196078
1706.733000,0.162201,50.196078
1707.233000,0.164261,50.196078
1707.733000,0.162430,50.392157
1708.233000,0.165100,50.196078
1708.734000,0.158539,50.196078
1709.233000,0.157928,50.196078
1709.735000,0.133743,50.196078
1710.233000,0.155106,50.196078
1710.734000,0.131378,50.196078
1711.233000,0.141296,50.196078
1711.733000,0.141144,50.196078
1712.234000,0.131683,50.196078
1712.734000,0.133667,50.196078
1713.235000,0.110855,50.196078
1713.734000,0.117416,50.196078
1714.233000,0.121155,50.196078
1714.733000,0.121841,50.196078
1715.233000,0.114441,50.196078
1715.734000,0.109100,50.196078
1716.234000,0.108795,50.196078
1716.734000,0.106735,50.196078
1717.234000,0.118484,50.196078
1717.734000,0.134048,50.196078
1718.233000,0.116653,50.196078
1718.733000,0.114822,50.196078
1719.234000,0.133209,50.196078
1719.734000,0.125885,50.196078
1720.234000,0.146637,50.392157
1720.733000,0.131378,50.196078
1721.233000,0.134506,50.196078
1721.734000,0.145187,50.196078
1722.234000,0.151901,50.196078
1722.734000,0.139923,50.196078
1723.233000,0.139999,50.196078
1723.735000,0.162354,50.196078
1724.234000,0.147476,50.196078
1724.733000,0.144043,50.196078
1725.234000,0.153656,50.196078
1725.733000,0.147247,50.196078
1726.234000,0.156479,50.196078
1726.734000,0.156479,50.392157
1727.233000,0.150833,50.196078
1727.734000,0.155029,50.196078
1728.234000,0.165787,50.196078
1728.733000,0.154572,50.196078
1729.233000,0.159607,50.392157
1729.733000,0.162964,50.196078
1730.234000,0.161057,50.196078
1730.733000,0.159607,50.196078
1731.235000,0.163574,50.196078
1731.734000,0.161972,50.392157
1732.234000,0.166245,50.196078
1732.734000,0.158310,50.196078
1733.234000,0.150909,50.196078
1733.734000,0.166931,50.196078
1734.234000,0.148087,50.196078
1734.734000,0.164337,50.196078
1735.235000,0.143814,50.196078
1735.734000,0.147705,50.196078
1736.234000,0.146408,50.196078
1736.733000,0.160751,50.196078
1737.234000,0.150528,50.196078
1737.735000,0.135345,50.196078
1738.234000,0.138245,50.196078
1738.734000,0.143661,50.196078
1739.234000,0.137482,50.196078
1739.734000,0.128098,50.196078
1740.233000,0.139008,50.196078
1740.735000,0.118179,50.196078
1741.233000,0.137329,50.196078
1741.733000,0.130234,50.196078
1742.234000,0.123672,50.196078
1742.733000,0.127869,50.196078
1743.234000,0.117493,50.196078
1743.733000,0.124054,50.196078
